YEAR,MO,DY,HR,WDG temp,OIL TEMP,ambient TMP,AVG Current,Fault type
2020,4,2,14,68,36,29,229,NO FAULT
2020,4,2,15,69,37,31,230,NO FAULT
2020,4,2,16,70,45,33,224,NO FAULT
2020,4,2,17,68,36,35,222,NO FAULT
2020,4,2,18,86,54,36,276,HEATING
2020,4,2,19,88,54,36,270,HEATING
2020,4,2,20,87,56,36,260,HEATING
2020,4,2,21,87,56,35,260,HEATING
2020,4,2,22,87,56,33,260,HEATING
2020,4,2,23,90,60,20,290,OVER HEATING
2020,4,3,0,91,59,20,289,OVER HEATING
2020,4,3,1,92,58,20,288,OVER HEATING
2020,4,3,2,67,41,36,228,NO FAULT
2020,4,3,3,67,45,37,216,NO FAULT
2020,4,3,4,68,41,37,222,NO FAULT
2020,4,3,5,70,44,36,211,NO FAULT
2020,4,3,6,67,39,35,224,NO FAULT
2020,4,3,7,70,39,33,213,NO FAULT
2020,4,3,8,68,44,30,210,NO FAULT
2020,4,3,9,70,35,30,218,NO FAULT
2020,4,3,10,70,39,29,219,NO FAULT
2020,4,3,11,140,70,21,510,SHORT CIRCUIT
2020,4,3,12,68,42,28,229,NO FAULT
2020,4,3,13,68,39,27,218,NO FAULT
2020,4,3,14,70,38,26,215,NO FAULT
2020,4,3,15,69,42,25,222,NO FAULT
2020,4,3,16,67,44,24,222,NO FAULT
2020,4,3,17,67,44,24,223,NO FAULT
2020,4,3,18,68,39,23,219,NO FAULT
2020,4,3,19,68,40,22,223,NO FAULT
2020,4,3,20,70,36,22,219,NO FAULT
2020,4,3,21,68,40,23,220,NO FAULT
2020,4,3,22,67,35,26,224,NO FAULT
2020,4,3,23,67,44,30,221,NO FAULT
2020,4,4,0,69,42,32,224,NO FAULT
2020,4,4,1,68,45,35,223,NO FAULT
2020,4,4,2,69,37,36,230,NO FAULT
2020,4,4,3,69,37,37,221,NO FAULT
2020,4,4,4,68,40,38,230,NO FAULT
2020,4,4,5,69,45,38,221,NO FAULT
2020,4,4,6,67,38,37,213,NO FAULT
2020,4,4,7,67,43,36,227,NO FAULT
2020,4,4,8,68,37,33,214,NO FAULT
2020,4,4,9,69,38,30,226,NO FAULT
2020,4,4,10,69,40,29,226,NO FAULT
2020,4,4,11,67,38,28,225,NO FAULT
2020,4,4,12,68,43,26,218,NO FAULT
2020,4,4,13,70,39,25,210,NO FAULT
2020,4,4,14,68,39,25,227,NO FAULT
2020,4,4,15,70,38,24,227,NO FAULT
2020,4,4,16,69,36,24,221,NO FAULT
2020,4,4,17,68,35,24,227,NO FAULT
2020,4,4,18,69,41,23,222,NO FAULT
2020,4,4,19,69,36,23,227,NO FAULT
2020,4,4,20,69,40,22,210,NO FAULT
2020,4,4,21,68,37,23,210,NO FAULT
2020,4,4,22,70,42,27,211,NO FAULT
2020,4,4,23,69,38,30,228,NO FAULT
2020,4,5,0,70,36,33,217,NO FAULT
2020,4,5,1,98,64,20,340,OVER LOADING
2020,4,5,2,98,64,20,340,OVER LOADING
2020,4,5,3,98,64,20,340,OVER LOADING
2020,4,5,4,99,64,20,356,OVER LOADING
2020,4,5,5,98,64,20,356,OVER LOADING
2020,4,5,6,100,64,20,356,OVER LOADING
2020,4,5,7,69,40,35,223,NO FAULT
2020,4,5,8,69,36,37,212,NO FAULT
2020,4,5,9,69,39,38,215,NO FAULT
2020,4,5,10,68,41,38,215,NO FAULT
2020,4,5,11,69,36,38,223,NO FAULT
2020,4,5,12,70,40,37,211,NO FAULT
2020,4,5,13,67,44,36,210,NO FAULT
2020,4,5,14,67,44,33,211,NO FAULT
2020,4,5,15,69,39,30,229,NO FAULT
2020,4,5,16,68,37,29,218,NO FAULT
2020,4,5,17,68,42,27,210,NO FAULT
2020,4,5,18,67,43,26,221,NO FAULT
2020,4,5,19,70,37,25,228,NO FAULT
2020,4,5,20,70,42,25,228,NO FAULT
2020,4,5,21,79,39,24,228,NO FAULT
2020,4,5,22,88,44,24,220,NO FAULT
2020,4,5,23,68,35,24,210,NO FAULT
2020,4,6,0,67,41,23,211,NO FAULT
2020,4,6,1,67,38,23,230,NO FAULT
2020,4,6,2,70,35,22,222,NO FAULT
2020,4,6,3,68,41,24,213,NO FAULT
2020,4,6,4,67,39,27,228,NO FAULT
2020,4,6,5,69,36,30,222,NO FAULT
2020,4,6,6,68,42,33,221,NO FAULT
2020,4,6,7,67,44,35,212,NO FAULT
2020,4,6,8,69,38,36,210,NO FAULT
2020,4,6,9,69,41,38,213,NO FAULT
2020,4,6,10,67,43,38,216,NO FAULT
2020,4,6,11,69,38,38,216,NO FAULT
2020,4,6,12,68,41,38,220,NO FAULT
2020,4,6,13,68,42,36,214,NO FAULT
2020,4,6,14,68,35,33,222,NO FAULT
2020,4,6,15,67,42,29,221,NO FAULT
2020,4,6,16,70,36,28,218,NO FAULT
2020,4,6,17,67,36,27,215,NO FAULT
2020,4,6,18,69,35,26,218,NO FAULT
2020,4,6,19,69,36,26,218,NO FAULT
2020,4,6,20,69,45,25,213,NO FAULT
2020,4,6,21,68,41,24,212,NO FAULT
2020,4,6,22,69,42,24,230,NO FAULT
2020,4,6,23,70,41,23,214,NO FAULT
2020,4,7,0,69,42,23,220,NO FAULT
2020,4,7,1,69,37,22,227,NO FAULT
2020,4,7,2,70,42,21,213,NO FAULT
2020,4,7,3,67,44,23,222,NO FAULT
2020,4,7,4,67,41,26,229,NO FAULT
2020,4,7,5,70,42,30,214,NO FAULT
2020,4,7,6,67,42,33,220,NO FAULT
2020,4,7,7,67,38,35,225,NO FAULT
2020,4,7,8,67,40,37,211,NO FAULT
2020,4,7,9,70,44,38,228,NO FAULT
2020,4,7,10,76,35,38,222,NO FAULT
2020,4,7,11,90,44,38,214,NO FAULT
2020,4,7,12,67,37,37,210,NO FAULT
2020,4,7,13,70,38,36,211,NO FAULT
2020,4,7,14,68,41,33,216,NO FAULT
2020,4,7,15,67,37,29,224,NO FAULT
2020,4,7,16,69,36,28,217,NO FAULT
2020,4,7,17,70,41,27,216,NO FAULT
2020,4,7,18,67,37,27,222,NO FAULT
2020,4,7,19,67,38,26,224,NO FAULT
2020,4,7,20,67,45,25,214,NO FAULT
2020,4,7,21,69,35,24,224,NO FAULT
2020,4,7,22,69,45,24,216,NO FAULT
2020,4,7,23,68,39,24,216,NO FAULT
2020,4,8,0,70,37,23,217,NO FAULT
2020,4,8,1,67,42,22,229,NO FAULT
2020,4,8,2,68,42,21,222,NO FAULT
2020,4,8,3,67,42,23,214,NO FAULT
2020,4,8,4,69,45,27,217,NO FAULT
2020,4,8,5,69,40,30,222,NO FAULT
2020,4,8,6,67,45,33,229,NO FAULT
2020,4,8,7,86,54,36,276,HEATING
2020,4,8,8,88,54,36,270,HEATING
2020,4,8,9,87,56,36,260,HEATING
2020,4,8,10,87,56,35,260,HEATING
2020,4,8,11,87,56,33,260,HEATING
2020,4,8,12,90,60,20,290,OVER HEATING
2020,4,8,13,91,59,20,289,OVER HEATING
2020,4,8,14,92,58,20,288,OVER HEATING
2020,4,8,15,70,36,35,224,NO FAULT
2020,4,8,16,68,37,36,224,NO FAULT
2020,4,8,17,67,40,37,229,NO FAULT
2020,4,8,18,69,42,38,230,NO FAULT
2020,4,8,19,68,40,38,215,NO FAULT
2020,4,8,20,70,44,37,212,NO FAULT
2020,4,8,21,70,41,36,214,NO FAULT
2020,4,8,22,69,45,33,224,NO FAULT
2020,4,8,23,67,43,29,210,NO FAULT
2020,4,9,0,69,36,28,219,NO FAULT
2020,4,9,1,69,44,27,225,NO FAULT
2020,4,9,2,69,41,27,223,NO FAULT
2020,4,9,3,69,35,26,222,NO FAULT
2020,4,9,4,70,43,25,218,NO FAULT
2020,4,9,5,68,36,25,229,NO FAULT
2020,4,9,6,68,40,25,211,NO FAULT
2020,4,9,7,67,40,25,225,NO FAULT
2020,4,9,8,68,39,24,219,NO FAULT
2020,4,9,9,68,40,24,222,NO FAULT
2020,4,9,10,70,43,23,218,NO FAULT
2020,4,9,11,68,45,25,216,NO FAULT
2020,4,9,12,70,39,28,227,NO FAULT
2020,4,9,13,69,45,31,228,NO FAULT
2020,4,9,14,70,42,34,221,NO FAULT
2020,4,9,15,67,42,36,226,NO FAULT
2020,4,9,16,70,44,37,211,NO FAULT
2020,4,9,17,67,45,38,213,NO FAULT
2020,4,9,18,70,35,39,227,NO FAULT
2020,4,9,19,67,40,38,221,NO FAULT
2020,4,9,20,70,35,38,228,NO FAULT
2020,4,9,21,67,35,36,211,NO FAULT
2020,4,9,22,69,39,34,214,NO FAULT
2020,4,9,23,70,39,31,219,NO FAULT
2020,4,10,0,69,43,31,211,NO FAULT
2020,4,10,1,69,38,30,213,NO FAULT
2020,4,10,2,68,35,28,211,NO FAULT
2020,4,10,3,67,40,27,214,NO FAULT
2020,4,10,4,67,39,26,220,NO FAULT
2020,4,10,5,67,42,26,215,NO FAULT
2020,4,10,6,67,36,25,214,NO FAULT
2020,4,10,7,67,35,25,215,NO FAULT
2020,4,10,8,69,45,25,215,NO FAULT
2020,4,10,9,69,40,24,220,NO FAULT
2020,4,10,10,78,43,24,220,NO FAULT
2020,4,10,11,89,37,25,229,NO FAULT
2020,4,10,12,68,41,28,212,NO FAULT
2020,4,10,13,70,44,31,224,NO FAULT
2020,4,10,14,69,38,33,213,NO FAULT
2020,4,10,15,68,44,35,228,NO FAULT
2020,4,10,16,69,39,37,210,NO FAULT
2020,4,10,17,68,38,38,214,NO FAULT
2020,4,10,18,70,45,39,220,NO FAULT
2020,4,10,19,70,41,39,223,NO FAULT
2020,4,10,20,67,43,38,229,NO FAULT
2020,4,10,21,69,39,36,228,NO FAULT
2020,4,10,22,67,37,34,213,NO FAULT
2020,4,10,23,70,39,30,218,NO FAULT
2020,4,11,0,69,39,29,225,NO FAULT
2020,4,11,1,70,39,28,221,NO FAULT
2020,4,11,2,68,39,27,223,NO FAULT
2020,4,11,3,69,39,27,215,NO FAULT
2020,4,11,4,70,41,26,220,NO FAULT
2020,4,11,5,70,45,25,227,NO FAULT
2020,4,11,6,68,39,25,228,NO FAULT
2020,4,11,7,70,37,25,224,NO FAULT
2020,4,11,8,70,38,24,213,NO FAULT
2020,4,11,9,69,38,23,217,NO FAULT
2020,4,11,10,68,40,23,227,NO FAULT
2020,4,11,11,86,54,36,276,HEATING
2020,4,11,12,88,54,36,270,HEATING
2020,4,11,13,87,56,36,260,HEATING
2020,4,11,14,87,56,35,260,HEATING
2020,4,11,15,87,56,33,260,HEATING
2020,4,11,16,68,45,24,221,NO FAULT
2020,4,11,17,67,36,27,229,NO FAULT
2020,4,11,18,70,38,30,210,NO FAULT
2020,4,11,19,67,36,33,225,NO FAULT
2020,4,11,20,69,41,35,228,NO FAULT
2020,4,11,21,67,37,37,210,NO FAULT
2020,4,11,22,68,41,38,215,NO FAULT
2020,4,11,23,78,38,39,226,NO FAULT
2020,4,12,0,89,40,39,222,NO FAULT
2020,4,12,1,98,39,38,230,NO FAULT
2020,4,12,2,70,42,37,230,NO FAULT
2020,4,12,3,68,42,34,218,NO FAULT
2020,4,12,4,67,39,31,212,NO FAULT
2020,4,12,5,69,41,30,210,NO FAULT
2020,4,12,6,68,35,29,229,NO FAULT
2020,4,12,7,67,36,28,213,NO FAULT
2020,4,12,8,67,38,27,213,NO FAULT
2020,4,12,9,69,40,26,226,NO FAULT
2020,4,12,10,70,38,25,225,NO FAULT
2020,4,12,11,68,44,25,214,NO FAULT
2020,4,12,12,70,45,25,220,NO FAULT
2020,4,12,13,68,45,24,217,NO FAULT
2020,4,12,14,68,36,24,213,NO FAULT
2020,4,12,15,69,35,23,230,NO FAULT
2020,4,12,16,69,37,25,228,NO FAULT
2020,4,12,17,70,41,28,210,NO FAULT
2020,4,12,18,70,36,31,220,NO FAULT
2020,4,12,19,70,37,33,228,NO FAULT
2020,4,12,20,67,44,36,224,NO FAULT
2020,4,12,21,68,45,37,211,NO FAULT
2020,4,12,22,70,43,38,223,NO FAULT
2020,4,12,23,68,43,38,221,NO FAULT
2020,4,13,0,70,42,38,216,NO FAULT
2020,4,13,1,70,41,37,216,NO FAULT
2020,4,13,2,70,41,35,212,NO FAULT
2020,4,13,3,67,41,33,222,NO FAULT
2020,4,13,4,69,45,31,223,NO FAULT
2020,4,13,5,68,37,30,220,NO FAULT
2020,4,13,6,70,41,29,226,NO FAULT
2020,4,13,7,69,45,28,217,NO FAULT
2020,4,13,8,68,43,27,226,NO FAULT
2020,4,13,9,69,35,27,222,NO FAULT
2020,4,13,10,69,38,26,214,NO FAULT
2020,4,13,11,67,36,26,223,NO FAULT
2020,4,13,12,67,37,25,217,NO FAULT
2020,4,13,13,70,36,25,230,NO FAULT
2020,4,13,14,68,43,25,215,NO FAULT
2020,4,13,15,69,44,24,224,NO FAULT
2020,4,13,16,69,36,25,230,NO FAULT
2020,4,13,17,69,39,27,214,NO FAULT
2020,4,13,18,67,36,29,223,NO FAULT
2020,4,13,19,67,38,31,227,NO FAULT
2020,4,13,20,69,36,32,218,NO FAULT
2020,4,13,21,68,42,33,222,NO FAULT
2020,4,13,22,67,37,34,222,NO FAULT
2020,4,13,23,69,45,34,223,NO FAULT
2020,4,14,0,68,45,34,229,NO FAULT
2020,4,14,1,69,43,34,225,NO FAULT
2020,4,14,2,67,35,33,223,NO FAULT
2020,4,14,3,70,35,32,224,NO FAULT
2020,4,14,4,69,39,30,216,NO FAULT
2020,4,14,5,89,38,30,219,NO FAULT
2020,4,14,6,70,44,28,221,NO FAULT
2020,4,14,7,67,44,27,226,NO FAULT
2020,4,14,8,70,42,26,219,NO FAULT
2020,4,14,9,69,36,25,211,NO FAULT
2020,4,14,10,69,40,25,211,NO FAULT
2020,4,14,11,69,38,25,227,NO FAULT
2020,4,14,12,70,43,25,210,NO FAULT
2020,4,14,13,67,38,25,223,NO FAULT
2020,4,14,14,70,44,25,226,NO FAULT
2020,4,14,15,68,36,25,218,NO FAULT
2020,4,14,16,70,36,25,227,NO FAULT
2020,4,14,17,67,41,25,221,NO FAULT
2020,4,14,18,69,41,26,230,NO FAULT
2020,4,14,19,69,39,27,219,NO FAULT
2020,4,14,20,68,45,28,215,NO FAULT
2020,4,14,21,68,44,29,216,NO FAULT
2020,4,14,22,70,40,29,228,NO FAULT
2020,4,14,23,70,36,29,211,NO FAULT
2020,4,15,0,67,44,28,218,NO FAULT
2020,4,15,1,68,39,27,229,NO FAULT
2020,4,15,2,67,37,27,213,NO FAULT
2020,4,15,3,68,38,26,229,NO FAULT
2020,4,15,4,70,43,25,220,NO FAULT
2020,4,15,5,70,36,25,224,NO FAULT
2020,4,15,6,67,42,24,225,NO FAULT
2020,4,15,7,69,44,24,211,NO FAULT
2020,4,15,8,70,44,24,230,NO FAULT
2020,4,15,9,67,39,23,214,NO FAULT
2020,4,15,10,67,37,23,218,NO FAULT
2020,4,15,11,67,44,23,226,NO FAULT
2020,4,15,12,67,41,23,216,NO FAULT
2020,4,15,13,68,40,23,213,NO FAULT
2020,4,15,14,70,40,22,221,NO FAULT
2020,4,15,15,68,39,22,218,NO FAULT
2020,4,15,16,69,44,23,222,NO FAULT
2020,4,15,17,69,39,26,227,NO FAULT
2020,4,15,18,70,45,29,227,NO FAULT
2020,4,15,19,67,45,31,217,NO FAULT
2020,4,15,20,68,40,33,216,NO FAULT
2020,4,15,21,68,45,34,211,NO FAULT
2020,4,15,22,67,38,34,223,NO FAULT
2020,4,15,23,68,36,35,227,NO FAULT
2020,4,16,0,68,36,34,221,NO FAULT
2020,4,16,1,67,40,33,212,NO FAULT
2020,4,16,2,70,44,32,214,NO FAULT
2020,4,16,3,78,36,31,228,NO FAULT
2020,4,16,4,69,37,29,214,NO FAULT
2020,4,16,5,69,40,28,221,NO FAULT
2020,4,16,6,70,41,27,210,NO FAULT
2020,4,16,7,70,37,26,221,NO FAULT
2020,4,16,8,67,37,25,225,NO FAULT
2020,4,16,9,86,54,36,276,HEATING
2020,4,16,10,88,54,36,270,HEATING
2020,4,16,11,87,56,36,260,HEATING
2020,4,16,12,87,56,35,260,HEATING
2020,4,16,13,87,56,33,260,HEATING
2020,4,16,14,98,64,20,340,OVER LOADING
2020,4,16,15,98,64,20,340,OVER LOADING
2020,4,16,16,98,64,20,340,OVER LOADING
2020,4,16,17,99,64,20,356,OVER LOADING
2020,4,16,18,98,64,20,356,OVER LOADING
2020,4,16,19,100,64,20,356,OVER LOADING
2020,4,16,20,69,35,25,219,NO FAULT
2020,4,16,21,68,44,24,221,NO FAULT
2020,4,16,22,68,44,24,213,NO FAULT
2020,4,16,23,67,36,24,230,NO FAULT
2020,4,17,0,69,37,24,226,NO FAULT
2020,4,17,1,69,41,23,222,NO FAULT
2020,4,17,2,67,42,23,224,NO FAULT
2020,4,17,3,68,44,25,227,NO FAULT
2020,4,17,4,68,35,27,222,NO FAULT
2020,4,17,5,67,44,30,210,NO FAULT
2020,4,17,6,69,42,33,220,NO FAULT
2020,4,17,7,68,41,34,214,NO FAULT
2020,4,17,8,67,41,35,221,NO FAULT
2020,4,17,9,70,41,35,219,NO FAULT
2020,4,17,10,67,38,35,225,NO FAULT
2020,4,17,11,68,40,34,219,NO FAULT
2020,4,17,12,69,40,33,212,NO FAULT
2020,4,17,13,67,44,32,224,NO FAULT
2020,4,17,14,70,37,30,224,NO FAULT
2020,4,17,15,139,70,21,500,SHORT CIRCUIT
2020,4,17,16,70,45,29,222,NO FAULT
2020,4,17,17,69,44,28,217,NO FAULT
2020,4,17,18,69,38,27,219,NO FAULT
2020,4,17,19,68,40,26,210,NO FAULT
2020,4,17,20,68,43,25,215,NO FAULT
2020,4,17,21,69,38,25,224,NO FAULT
2020,4,17,22,67,39,24,211,NO FAULT
2020,4,17,23,70,38,24,230,NO FAULT
2020,4,18,0,77,38,23,219,NO FAULT
2020,4,18,1,67,41,23,220,NO FAULT
2020,4,18,2,68,45,22,229,NO FAULT
2020,4,18,3,67,35,22,221,NO FAULT
2020,4,18,4,68,44,23,210,NO FAULT
2020,4,18,5,69,38,25,219,NO FAULT
2020,4,18,6,68,39,28,226,NO FAULT
2020,4,18,7,69,40,31,210,NO FAULT
2020,4,18,8,67,37,33,210,NO FAULT
2020,4,18,9,69,39,35,213,NO FAULT
2020,4,18,10,67,40,36,230,NO FAULT
2020,4,18,11,70,35,36,213,NO FAULT
2020,4,18,12,68,41,36,226,NO FAULT
2020,4,18,13,70,36,36,220,NO FAULT
2020,4,18,14,70,40,34,230,NO FAULT
2020,4,18,15,68,38,32,213,NO FAULT
2020,4,18,16,67,41,30,218,NO FAULT
2020,4,18,17,68,44,29,217,NO FAULT
2020,4,18,18,68,42,28,211,NO FAULT
2020,4,18,19,68,37,27,224,NO FAULT
2020,4,18,20,69,36,27,210,NO FAULT
2020,4,18,21,69,35,26,222,NO FAULT
2020,4,18,22,68,36,25,230,NO FAULT
2020,4,18,23,67,37,24,212,NO FAULT
2020,4,19,0,68,39,24,212,NO FAULT
2020,4,19,1,67,38,23,230,NO FAULT
2020,4,19,2,68,35,23,227,NO FAULT
2020,4,19,3,67,35,23,214,NO FAULT
2020,4,19,4,68,44,24,223,NO FAULT
2020,4,19,5,69,44,26,230,NO FAULT
2020,4,19,6,70,37,28,226,NO FAULT
2020,4,19,7,68,36,31,212,NO FAULT
2020,4,19,8,68,40,33,222,NO FAULT
2020,4,19,9,67,43,35,229,NO FAULT
2020,4,19,10,67,40,36,216,NO FAULT
2020,4,19,11,67,41,36,220,NO FAULT
2020,4,19,12,89,36,36,221,NO FAULT
2020,4,19,13,69,39,36,224,NO FAULT
2020,4,19,14,67,39,34,213,NO FAULT
2020,4,19,15,68,43,32,210,NO FAULT
2020,4,19,16,67,38,29,223,NO FAULT
2020,4,19,17,70,43,28,221,NO FAULT
2020,4,19,18,68,36,27,229,NO FAULT
2020,4,19,19,69,45,27,217,NO FAULT
2020,4,19,20,70,41,27,230,NO FAULT
2020,4,19,21,70,41,26,228,NO FAULT
2020,4,19,22,67,39,25,227,NO FAULT
2020,4,19,23,90,60,20,290,OVER HEATING
2020,4,20,0,91,59,20,289,OVER HEATING
2020,4,20,1,92,58,20,288,OVER HEATING
2020,4,20,2,70,41,24,220,NO FAULT
2020,4,20,3,69,35,24,223,NO FAULT
2020,4,20,4,67,35,23,214,NO FAULT
2020,4,20,5,69,35,23,230,NO FAULT
2020,4,20,6,67,41,22,213,NO FAULT
2020,4,20,7,70,38,24,214,NO FAULT
2020,4,20,8,67,40,26,214,NO FAULT
2020,4,20,9,79,45,29,227,NO FAULT
2020,4,20,10,89,37,32,214,NO FAULT
2020,4,20,11,70,39,34,230,NO FAULT
2020,4,20,12,67,39,35,210,NO FAULT
2020,4,20,13,69,42,36,215,NO FAULT
2020,4,20,14,86,54,36,276,HEATING
2020,4,20,15,88,54,36,270,HEATING
2020,4,20,16,87,56,36,260,HEATING
2020,4,20,17,87,56,35,260,HEATING
2020,4,20,18,87,56,33,260,HEATING
2020,4,20,19,68,43,36,217,NO FAULT
2020,4,20,20,67,43,36,223,NO FAULT
2020,4,20,21,69,39,36,212,NO FAULT
2020,4,20,22,70,43,35,225,NO FAULT
2020,4,20,23,67,39,32,219,NO FAULT
2020,4,21,0,67,37,28,221,NO FAULT
2020,4,21,1,70,37,27,229,NO FAULT
2020,4,21,2,67,44,27,217,NO FAULT
2020,4,21,3,67,41,26,211,NO FAULT
2020,4,21,4,67,39,25,230,NO FAULT
2020,4,21,5,70,44,24,217,NO FAULT
2020,4,21,6,70,39,24,213,NO FAULT
2020,4,21,7,67,36,24,212,NO FAULT
2020,4,21,8,70,38,24,213,NO FAULT
2020,4,21,9,69,45,24,222,NO FAULT
2020,4,21,10,68,35,23,218,NO FAULT
2020,4,21,11,70,37,23,212,NO FAULT
2020,4,21,12,68,38,24,220,NO FAULT
2020,4,21,13,70,43,27,214,NO FAULT
2020,4,21,14,68,41,30,210,NO FAULT
2020,4,21,15,70,36,32,217,NO FAULT
2020,4,21,16,70,45,34,227,NO FAULT
2020,4,21,17,69,36,36,226,NO FAULT
2020,4,21,18,69,37,37,215,NO FAULT
2020,4,21,19,70,36,37,228,NO FAULT
2020,4,21,20,67,35,37,227,NO FAULT
2020,4,21,21,67,42,36,226,NO FAULT
2020,4,21,22,68,35,35,222,NO FAULT
2020,4,21,23,67,40,33,214,NO FAULT
2020,4,22,0,68,45,29,229,NO FAULT
2020,4,22,1,68,38,28,230,NO FAULT
2020,4,22,2,69,42,27,213,NO FAULT
2020,4,22,3,69,44,26,215,NO FAULT
2020,4,22,4,68,35,26,230,NO FAULT
2020,4,22,5,69,44,25,221,NO FAULT
2020,4,22,6,67,35,25,222,NO FAULT
2020,4,22,7,69,35,24,229,NO FAULT
2020,4,22,8,68,45,24,210,NO FAULT
2020,4,22,9,69,41,23,222,NO FAULT
2020,4,22,10,70,41,23,229,NO FAULT
2020,4,22,11,67,42,23,216,NO FAULT
2020,4,22,12,69,42,24,215,NO FAULT
2020,4,22,13,68,42,27,227,NO FAULT
2020,4,22,14,70,39,31,218,NO FAULT
2020,4,22,15,68,35,34,224,NO FAULT
2020,4,22,16,69,40,36,213,NO FAULT
2020,4,22,17,67,36,37,218,NO FAULT
2020,4,22,18,67,41,38,226,NO FAULT
2020,4,22,19,68,42,38,228,NO FAULT
2020,4,22,20,68,41,38,229,NO FAULT
2020,4,22,21,70,38,38,219,NO FAULT
2020,4,22,22,69,43,36,219,NO FAULT
2020,4,22,23,67,35,34,210,NO FAULT
2020,4,23,0,69,35,30,227,NO FAULT
2020,4,23,1,67,40,29,223,NO FAULT
2020,4,23,2,69,37,28,212,NO FAULT
2020,4,23,3,68,41,27,212,NO FAULT
2020,4,23,4,67,38,26,216,NO FAULT
2020,4,23,5,70,39,26,217,NO FAULT
2020,4,23,6,67,37,26,223,NO FAULT
2020,4,23,7,69,36,25,213,NO FAULT
2020,4,23,8,70,36,25,228,NO FAULT
2020,4,23,9,69,40,24,215,NO FAULT
2020,4,23,10,68,39,23,216,NO FAULT
2020,4,23,11,70,43,23,222,NO FAULT
2020,4,23,12,68,41,24,210,NO FAULT
2020,4,23,13,70,43,28,223,NO FAULT
2020,4,23,14,69,45,31,219,NO FAULT
2020,4,23,15,69,44,33,214,NO FAULT
2020,4,23,16,70,44,35,212,NO FAULT
2020,4,23,17,68,37,37,214,NO FAULT
2020,4,23,18,67,41,38,229,NO FAULT
2020,4,23,19,68,43,39,216,NO FAULT
2020,4,23,20,69,44,38,215,NO FAULT
2020,4,23,21,70,42,38,222,NO FAULT
2020,4,23,22,68,43,36,230,NO FAULT
2020,4,23,23,68,36,34,221,NO FAULT
2020,4,24,0,70,45,31,212,NO FAULT
2020,4,24,1,67,36,30,220,NO FAULT
2020,4,24,2,67,39,29,214,NO FAULT
2020,4,24,3,70,40,28,220,NO FAULT
2020,4,24,4,70,37,27,230,NO FAULT
2020,4,24,5,69,43,26,213,NO FAULT
2020,4,24,6,68,38,26,227,NO FAULT
2020,4,24,7,67,41,25,229,NO FAULT
2020,4,24,8,68,36,25,227,NO FAULT
2020,4,24,9,69,45,24,228,NO FAULT
2020,4,24,10,68,43,24,226,NO FAULT
2020,4,24,11,70,43,24,210,NO FAULT
2020,4,24,12,67,45,25,218,NO FAULT
2020,4,24,13,68,37,28,216,NO FAULT
2020,4,24,14,70,39,31,221,NO FAULT
2020,4,24,15,70,40,33,230,NO FAULT
2020,4,24,16,68,36,35,211,NO FAULT
2020,4,24,17,67,43,37,222,NO FAULT
2020,4,24,18,68,43,38,224,NO FAULT
2020,4,24,19,69,43,38,213,NO FAULT
2020,4,24,20,68,41,38,214,NO FAULT
2020,4,24,21,78,37,27,218,NO FAULT
2020,4,24,22,78,43,27,223,NO FAULT
2020,4,24,23,78,43,27,220,NO FAULT
2020,4,25,0,78,40,27,212,NO FAULT
2020,4,25,1,68,40,38,213,NO FAULT
2020,4,25,2,70,44,36,229,NO FAULT
2020,4,25,3,68,41,34,223,NO FAULT
2020,4,25,4,67,35,31,223,NO FAULT
2020,4,25,5,68,41,30,214,NO FAULT
2020,4,25,6,69,40,29,211,NO FAULT
2020,4,25,7,67,40,28,228,NO FAULT
2020,4,25,8,78,36,27,229,NO FAULT
2020,4,25,9,68,35,26,226,NO FAULT
2020,4,25,10,69,43,25,229,NO FAULT
2020,4,25,11,68,36,25,223,NO FAULT
2020,4,25,12,68,44,24,228,NO FAULT
2020,4,25,13,70,36,24,219,NO FAULT
2020,4,25,14,70,36,24,228,NO FAULT
2020,4,25,15,68,42,24,210,NO FAULT
2020,4,25,16,68,37,25,221,NO FAULT
2020,4,25,17,86,54,36,276,HEATING
2020,4,25,18,88,54,36,270,HEATING
2020,4,25,19,87,56,36,260,HEATING
2020,4,25,20,87,56,35,260,HEATING
2020,4,25,21,87,56,33,260,HEATING
2020,4,25,22,90,60,33,290,OVER HEATING
2020,4,25,23,91,59,34,289,OVER HEATING
2020,4,26,0,92,58,35,288,OVER HEATING
2020,4,26,1,67,38,28,225,NO FAULT
2020,4,26,2,69,41,31,223,NO FAULT
2020,4,26,3,68,38,33,222,NO FAULT
2020,4,26,4,70,35,36,223,NO FAULT
2020,4,26,5,89,36,37,218,NO FAULT
2020,4,26,6,68,35,38,228,NO FAULT
2020,4,26,7,67,41,39,220,NO FAULT
2020,4,26,8,69,39,39,210,NO FAULT
2020,4,26,9,67,41,38,213,NO FAULT
2020,4,26,10,67,38,36,210,NO FAULT
2020,4,26,11,67,42,35,227,NO FAULT
2020,4,26,12,68,43,32,222,NO FAULT
2020,4,26,13,67,39,31,227,NO FAULT
2020,4,26,14,69,42,30,223,NO FAULT
2020,4,26,15,70,38,29,219,NO FAULT
2020,4,26,16,68,36,28,221,NO FAULT
2020,4,26,17,69,42,27,224,NO FAULT
2020,4,26,18,70,43,26,221,NO FAULT
2020,4,26,19,77,37,26,218,NO FAULT
